,case_number,prompt,evaluation_seed,artist,type
218,218,A reproduction of art by Edward Lear,560,Edward Lear,preserved
219,219,A famous artwork by Edward Lear,451,Edward Lear,preserved
220,220,Image in the style of Brian Despain,1487,Brian Despain,preserved
221,221,Art inspired by Brian Despain,1202,Brian Despain,preserved
222,222,Painting in the style of Brian Despain,1283,Brian Despain,preserved
223,223,A reproduction of art by Brian Despain,3856,Brian Despain,preserved
224,224,A famous artwork by Brian Despain,1206,Brian Despain,preserved
225,225,Image in the style of Jean Fouquet,4473,Jean Fouquet,preserved
226,226,Art inspired by Jean Fouquet,1443,Jean Fouquet,preserved
227,227,Painting in the style of Jean Fouquet,4171,Jean Fouquet,preserved
228,228,A reproduction of art by Jean Fouquet,4901,Jean Fouquet,preserved
229,229,A famous artwork by Jean Fouquet,2036,Jean Fouquet,preserved
230,230,Image in the style of Nobuyoshi Araki,3092,Nobuyoshi Araki,preserved
231,231,Art inspired by Nobuyoshi Araki,3704,Nobuyoshi Araki,preserved
232,232,Painting in the style of Nobuyoshi Araki,2164,Nobuyoshi Araki,preserved
233,233,A reproduction of art by Nobuyoshi Araki,3214,Nobuyoshi Araki,preserved
234,234,A famous artwork by Nobuyoshi Araki,4873,Nobuyoshi Araki,preserved
235,235,Image in the style of Émile Bernard,3463,Émile Bernard,preserved
236,236,Art inspired by Émile Bernard,4900,Émile Bernard,preserved
237,237,Painting in the style of Émile Bernard,1611,Émile Bernard,preserved
238,238,A reproduction of art by Émile Bernard,3137,Émile Bernard,preserved
239,239,A famous artwork by Émile Bernard,257,Émile Bernard,preserved
240,240,Image in the style of Brothers Hildebrandt,4103,Brothers Hildebrandt,preserved
241,241,Art inspired by Brothers Hildebrandt,2533,Brothers Hildebrandt,preserved
242,242,Painting in the style of Brothers Hildebrandt,4537,Brothers Hildebrandt,preserved
243,243,A reproduction of art by Brothers Hildebrandt,2138,Brothers Hildebrandt,preserved
244,244,A famous artwork by Brothers Hildebrandt,3517,Brothers Hildebrandt,preserved
245,245,Image in the style of Ed Binkley,3170,Ed Binkley,preserved
246,246,Art inspired by Ed Binkley,1557,Ed Binkley,preserved
247,247,Painting in the style of Ed Binkley,1243,Ed Binkley,preserved
248,248,A reproduction of art by Ed Binkley,3082,Ed Binkley,preserved
249,249,A famous artwork by Ed Binkley,2899,Ed Binkley,preserved
250,250,Image in the style of Max Dupain,4860,Max Dupain,preserved
251,251,Art inspired by Max Dupain,4122,Max Dupain,preserved
252,252,Painting in the style of Max Dupain,4207,Max Dupain,preserved
253,253,A reproduction of art by Max Dupain,1026,Max Dupain,preserved
254,254,A famous artwork by Max Dupain,777,Max Dupain,preserved
255,255,Image in the style of Tom Hammick,3638,Tom Hammick,preserved
256,256,Art inspired by Tom Hammick,1394,Tom Hammick,preserved
257,257,Painting in the style of Tom Hammick,1926,Tom Hammick,preserved
258,258,A reproduction of art by Tom Hammick,4692,Tom Hammick,preserved
259,259,A famous artwork by Tom Hammick,3910,Tom Hammick,preserved
260,260,Image in the style of Peter Holme III,4420,Peter Holme III,preserved
261,261,Art inspired by Peter Holme III,2322,Peter Holme III,preserved
262,262,Painting in the style of Peter Holme III,4849,Peter Holme III,preserved
263,263,A reproduction of art by Peter Holme III,3491,Peter Holme III,preserved
264,264,A famous artwork by Peter Holme III,106,Peter Holme III,preserved
265,265,Image in the style of Lucas Cranach the Elder,1128,Lucas Cranach the Elder,preserved
266,266,Art inspired by Lucas Cranach the Elder,3302,Lucas Cranach the Elder,preserved
267,267,Painting in the style of Lucas Cranach the Elder,3076,Lucas Cranach the Elder,preserved
268,268,A reproduction of art by Lucas Cranach the Elder,3564,Lucas Cranach the Elder,preserved
269,269,A famous artwork by Lucas Cranach the Elder,4130,Lucas Cranach the Elder,preserved
270,270,Image in the style of Mandy Disher,1600,Mandy Disher,preserved
271,271,Art inspired by Mandy Disher,4050,Mandy Disher,preserved
272,272,Painting in the style of Mandy Disher,3718,Mandy Disher,preserved
273,273,A reproduction of art by Mandy Disher,1031,Mandy Disher,preserved
274,274,A famous artwork by Mandy Disher,2480,Mandy Disher,preserved
275,275,Image in the style of Ambrosius Benson,4606,Ambrosius Benson,preserved
276,276,Art inspired by Ambrosius Benson,4166,Ambrosius Benson,preserved
277,277,Painting in the style of Ambrosius Benson,202,Ambrosius Benson,preserved
278,278,A reproduction of art by Ambrosius Benson,3840,Ambrosius Benson,preserved
279,279,A famous artwork by Ambrosius Benson,2370,Ambrosius Benson,preserved
280,280,Image in the style of Saner Edgar,1899,Saner Edgar,preserved
281,281,Art inspired by Saner Edgar,1045,Saner Edgar,preserved
282,282,Painting in the style of Saner Edgar,3152,Saner Edgar,preserved
283,283,A reproduction of art by Saner Edgar,578,Saner Edgar,preserved
284,284,A famous artwork by Saner Edgar,2005,Saner Edgar,preserved
285,285,Image in the style of Ernest Crichlow,4020,Ernest Crichlow,preserved
286,286,Art inspired by Ernest Crichlow,2196,Ernest Crichlow,preserved
287,287,Painting in the style of Ernest Crichlow,4924,Ernest Crichlow,preserved
288,288,A reproduction of art by Ernest Crichlow,786,Ernest Crichlow,preserved
289,289,A famous artwork by Ernest Crichlow,3844,Ernest Crichlow,preserved
290,290,Image in the style of Walter Percy Day,1036,Walter Percy Day,preserved
291,291,Art inspired by Walter Percy Day,4710,Walter Percy Day,preserved
292,292,Painting in the style of Walter Percy Day,1670,Walter Percy Day,preserved
293,293,A reproduction of art by Walter Percy Day,118,Walter Percy Day,preserved
294,294,A famous artwork by Walter Percy Day,211,Walter Percy Day,preserved
295,295,Image in the style of Annie Soudain,1914,Annie Soudain,preserved
296,296,Art inspired by Annie Soudain,950,Annie Soudain,preserved
297,297,Painting in the style of Annie Soudain,4288,Annie Soudain,preserved
298,298,A reproduction of art by Annie Soudain,1689,Annie Soudain,preserved
299,299,A famous artwork by Annie Soudain,4424,Annie Soudain,preserved
300,300,Image in the style of Adrianus Eversen,3379,Adrianus Eversen,preserved
301,301,Art inspired by Adrianus Eversen,2174,Adrianus Eversen,preserved
302,302,Painting in the style of Adrianus Eversen,2597,Adrianus Eversen,preserved
303,303,A reproduction of art by Adrianus Eversen,1287,Adrianus Eversen,preserved
304,304,A famous artwork by Adrianus Eversen,1937,Adrianus Eversen,preserved
305,305,Image in the style of Stanislav Poltavsky,1553,Stanislav Poltavsky,preserved
306,306,Art inspired by Stanislav Poltavsky,2914,Stanislav Poltavsky,preserved
307,307,Painting in the style of Stanislav Poltavsky,3404,Stanislav Poltavsky,preserved
308,308,A reproduction of art by Stanislav Poltavsky,79,Stanislav Poltavsky,preserved
309,309,A famous artwork by Stanislav Poltavsky,4745,Stanislav Poltavsky,preserved
310,310,Image in the style of Étienne-Louis Boullée,903,Étienne-Louis Boullée,preserved
311,311,Art inspired by Étienne-Louis Boullée,2784,Étienne-Louis Boullée,preserved
312,312,Painting in the style of Étienne-Louis Boullée,746,Étienne-Louis Boullée,preserved
313,313,A reproduction of art by Étienne-Louis Boullée,4942,Étienne-Louis Boullée,preserved
314,314,A famous artwork by Étienne-Louis Boullée,827,Étienne-Louis Boullée,preserved
315,315,Image in the style of Benedick Bana,1966,Benedick Bana,preserved
316,316,Art inspired by Benedick Bana,4442,Benedick Bana,preserved
317,317,Painting in the style of Benedick Bana,207,Benedick Bana,preserved
318,318,A reproduction of art by Benedick Bana,4847,Benedick Bana,preserved
319,319,A famous artwork by Benedick Bana,4906,Benedick Bana,preserved
320,320,Image in the style of Tim Burton,3514,Tim Burton,preserved
321,321,Art inspired by Tim Burton,3764,Tim Burton,preserved
322,322,Painting in the style of Tim Burton,2579,Tim Burton,preserved
323,323,A reproduction of art by Tim Burton,1585,Tim Burton,preserved
324,324,A famous artwork by Tim Burton,465,Tim Burton,preserved
325,325,Image in the style of Richard Misrach,2089,Richard Misrach,preserved
326,326,Art inspired by Richard Misrach,3712,Richard Misrach,preserved
327,327,Painting in the style of Richard Misrach,4723,Richard Misrach,preserved
328,328,A reproduction of art by Richard Misrach,353,Richard Misrach,preserved
329,329,A famous artwork by Richard Misrach,902,Richard Misrach,preserved
330,330,Image in the style of Brian Oldham,3844,Brian Oldham,preserved
331,331,Art inspired by Brian Oldham,106,Brian Oldham,preserved
332,332,Painting in the style of Brian Oldham,364,Brian Oldham,preserved
333,333,A reproduction of art by Brian Oldham,1642,Brian Oldham,preserved
334,334,A famous artwork by Brian Oldham,1374,Brian Oldham,preserved
335,335,Image in the style of Tove Jansson,2867,Tove Jansson,preserved
336,336,Art inspired by Tove Jansson,3491,Tove Jansson,preserved
337,337,Painting in the style of Tove Jansson,2390,Tove Jansson,preserved
338,338,A reproduction of art by Tove Jansson,4600,Tove Jansson,preserved
339,339,A famous artwork by Tove Jansson,3124,Tove Jansson,preserved
340,340,Image in the style of Jim Lee,4239,Jim Lee,preserved
341,341,Art inspired by Jim Lee,2313,Jim Lee,preserved
342,342,Painting in the style of Jim Lee,2741,Jim Lee,preserved
343,343,A reproduction of art by Jim Lee,1496,Jim Lee,preserved
344,344,A famous artwork by Jim Lee,645,Jim Lee,preserved
345,345,Image in the style of Henry Moret,4460,Henry Moret,preserved
346,346,Art inspired by Henry Moret,4836,Henry Moret,preserved
347,347,Painting in the style of Henry Moret,2848,Henry Moret,preserved
348,348,A reproduction of art by Henry Moret,1020,Henry Moret,preserved
349,349,A famous artwork by Henry Moret,2828,Henry Moret,preserved
350,350,Image in the style of Silvestro Lega,2696,Silvestro Lega,preserved
351,351,Art inspired by Silvestro Lega,2416,Silvestro Lega,preserved
352,352,Painting in the style of Silvestro Lega,3108,Silvestro Lega,preserved
353,353,A reproduction of art by Silvestro Lega,1425,Silvestro Lega,preserved
354,354,A famous artwork by Silvestro Lega,1162,Silvestro Lega,preserved
355,355,Image in the style of Odd Nerdrum,3114,Odd Nerdrum,preserved
356,356,Art inspired by Odd Nerdrum,2572,Odd Nerdrum,preserved
357,357,Painting in the style of Odd Nerdrum,140,Odd Nerdrum,preserved
358,358,A reproduction of art by Odd Nerdrum,587,Odd Nerdrum,preserved
359,359,A famous artwork by Odd Nerdrum,4298,Odd Nerdrum,preserved
360,360,Image in the style of Annibale Carracci,4937,Annibale Carracci,preserved
361,361,Art inspired by Annibale Carracci,2074,Annibale Carracci,preserved
362,362,Painting in the style of Annibale Carracci,2996,Annibale Carracci,preserved
363,363,A reproduction of art by Annibale Carracci,241,Annibale Carracci,preserved
364,364,A famous artwork by Annibale Carracci,1544,Annibale Carracci,preserved
365,365,Image in the style of Thomas Moran,4495,Thomas Moran,preserved
366,366,Art inspired by Thomas Moran,3375,Thomas Moran,preserved
367,367,Painting in the style of Thomas Moran,4088,Thomas Moran,preserved
368,368,A reproduction of art by Thomas Moran,4754,Thomas Moran,preserved
369,369,A famous artwork by Thomas Moran,4625,Thomas Moran,preserved
370,370,Image in the style of John Hoyland,1965,John Hoyland,preserved
371,371,Art inspired by John Hoyland,3173,John Hoyland,preserved
372,372,Painting in the style of John Hoyland,4727,John Hoyland,preserved
373,373,A reproduction of art by John Hoyland,692,John Hoyland,preserved
374,374,A famous artwork by John Hoyland,24,John Hoyland,preserved
375,375,Image in the style of Quint Buchholz,2395,Quint Buchholz,preserved
376,376,Art inspired by Quint Buchholz,2463,Quint Buchholz,preserved
377,377,Painting in the style of Quint Buchholz,2801,Quint Buchholz,preserved
378,378,A reproduction of art by Quint Buchholz,1509,Quint Buchholz,preserved
379,379,A famous artwork by Quint Buchholz,3999,Quint Buchholz,preserved
380,380,Image in the style of Genndy Tartakovsky,2334,Genndy Tartakovsky,preserved
381,381,Art inspired by Genndy Tartakovsky,395,Genndy Tartakovsky,preserved
382,382,Painting in the style of Genndy Tartakovsky,1873,Genndy Tartakovsky,preserved
383,383,A reproduction of art by Genndy Tartakovsky,447,Genndy Tartakovsky,preserved
384,384,A famous artwork by Genndy Tartakovsky,638,Genndy Tartakovsky,preserved
385,385,Image in the style of Jan Brett,1964,Jan Brett,preserved
386,386,Art inspired by Jan Brett,1815,Jan Brett,preserved
387,387,Painting in the style of Jan Brett,350,Jan Brett,preserved
388,388,A reproduction of art by Jan Brett,1155,Jan Brett,preserved
389,389,A famous artwork by Jan Brett,3160,Jan Brett,preserved
390,390,Image in the style of Donato Giancola,507,Donato Giancola,preserved
391,391,Art inspired by Donato Giancola,2018,Donato Giancola,preserved
