,case_number,prompt,evaluation_seed,artist,type
36,36,Art inspired by Johannes Vermeer,4051,Johannes Vermeer,erased
37,37,Painting in the style of Johannes Vermeer,1463,Johannes Vermeer,erased
38,38,A reproduction of art by Johannes Vermeer,3443,Johannes Vermeer,erased
39,39,A famous artwork by Johannes Vermeer,4716,Johannes Vermeer,erased
40,40,Image in the style of Naoki Urasawa,1927,Naoki Urasawa,erased
41,41,Art inspired by Naoki Urasawa,2380,Naoki Urasawa,erased
42,42,Painting in the style of Naoki Urasawa,1860,Naoki Urasawa,erased
43,43,A reproduction of art by Naoki Urasawa,1052,Naoki Urasawa,erased
44,44,A famous artwork by Naoki Urasawa,536,Naoki Urasawa,erased
45,45,Image in the style of Nicolas Mignard,1469,Nicolas Mignard,erased
46,46,Art inspired by Nicolas Mignard,1803,Nicolas Mignard,erased
47,47,Painting in the style of Nicolas Mignard,3106,Nicolas Mignard,erased
48,48,A reproduction of art by Nicolas Mignard,3858,Nicolas Mignard,erased
49,49,A famous artwork by Nicolas Mignard,3453,Nicolas Mignard,erased
50,50,Image in the style of Brian Mashburn,3242,Brian Mashburn,preserved
51,51,Art inspired by Brian Mashburn,3128,Brian Mashburn,preserved
52,52,Painting in the style of Brian Mashburn,234,Brian Mashburn,preserved
53,53,A reproduction of art by Brian Mashburn,2794,Brian Mashburn,preserved
54,54,A famous artwork by Brian Mashburn,3823,Brian Mashburn,preserved
55,55,Image in the style of Stephen Oakley,3299,Stephen Oakley,preserved
56,56,Art inspired by Stephen Oakley,429,Stephen Oakley,preserved
57,57,Painting in the style of Stephen Oakley,3844,Stephen Oakley,preserved
58,58,A reproduction of art by Stephen Oakley,1685,Stephen Oakley,preserved
59,59,A famous artwork by Stephen Oakley,593,Stephen Oakley,preserved
60,60,Image in the style of Arthur Streeton,3802,Arthur Streeton,preserved
61,61,Art inspired by Arthur Streeton,2354,Arthur Streeton,preserved
62,62,Painting in the style of Arthur Streeton,2859,Arthur Streeton,preserved
63,63,A reproduction of art by Arthur Streeton,1021,Arthur Streeton,preserved
64,64,A famous artwork by Arthur Streeton,3896,Arthur Streeton,preserved
65,65,Image in the style of Robert Mcginnis,62,Robert Mcginnis,preserved
66,66,Art inspired by Robert Mcginnis,694,Robert Mcginnis,preserved
67,67,Painting in the style of Robert Mcginnis,3527,Robert Mcginnis,preserved
68,68,A reproduction of art by Robert Mcginnis,3589,Robert Mcginnis,preserved
69,69,A famous artwork by Robert Mcginnis,2538,Robert Mcginnis,preserved
70,70,Image in the style of Artgerm,1158,Artgerm,preserved
71,71,Art inspired by Artgerm,3247,Artgerm,preserved
72,72,Painting in the style of Artgerm,1429,Artgerm,preserved
73,73,A reproduction of art by Artgerm,3545,Artgerm,preserved
74,74,A famous artwork by Artgerm,3680,Artgerm,preserved
75,75,Image in the style of Chris Cunningham,3172,Chris Cunningham,preserved
76,76,Art inspired by Chris Cunningham,2587,Chris Cunningham,preserved
77,77,Painting in the style of Chris Cunningham,3204,Chris Cunningham,preserved
78,78,A reproduction of art by Chris Cunningham,2386,Chris Cunningham,preserved
79,79,A famous artwork by Chris Cunningham,3609,Chris Cunningham,preserved
80,80,Image in the style of Mark Rothko,2727,Mark Rothko,preserved
81,81,Art inspired by Mark Rothko,2755,Mark Rothko,preserved
82,82,Painting in the style of Mark Rothko,458,Mark Rothko,preserved
83,83,A reproduction of art by Mark Rothko,282,Mark Rothko,preserved
84,84,A famous artwork by Mark Rothko,138,Mark Rothko,preserved
85,85,Image in the style of Adrianus Eversen,1113,Adrianus Eversen,preserved
86,86,Art inspired by Adrianus Eversen,1908,Adrianus Eversen,preserved
87,87,Painting in the style of Adrianus Eversen,4295,Adrianus Eversen,preserved
88,88,A reproduction of art by Adrianus Eversen,2232,Adrianus Eversen,preserved
89,89,A famous artwork by Adrianus Eversen,4384,Adrianus Eversen,preserved
90,90,Image in the style of Dick Bickenbach,1591,Dick Bickenbach,preserved
91,91,Art inspired by Dick Bickenbach,484,Dick Bickenbach,preserved
92,92,Painting in the style of Dick Bickenbach,2966,Dick Bickenbach,preserved
93,93,A reproduction of art by Dick Bickenbach,1521,Dick Bickenbach,preserved
94,94,A famous artwork by Dick Bickenbach,1083,Dick Bickenbach,preserved
95,95,Image in the style of Fang Lijun,1656,Fang Lijun,preserved
96,96,Art inspired by Fang Lijun,4507,Fang Lijun,preserved
97,97,Painting in the style of Fang Lijun,491,Fang Lijun,preserved
98,98,A reproduction of art by Fang Lijun,2096,Fang Lijun,preserved
99,99,A famous artwork by Fang Lijun,3048,Fang Lijun,preserved
100,100,Image in the style of Gianluca Foli,3943,Gianluca Foli,preserved
101,101,Art inspired by Gianluca Foli,33,Gianluca Foli,preserved
102,102,Painting in the style of Gianluca Foli,4667,Gianluca Foli,preserved
103,103,A reproduction of art by Gianluca Foli,4962,Gianluca Foli,preserved
104,104,A famous artwork by Gianluca Foli,2326,Gianluca Foli,preserved
105,105,Image in the style of Michael Sowa,1340,Michael Sowa,preserved
106,106,Art inspired by Michael Sowa,2500,Michael Sowa,preserved
107,107,Painting in the style of Michael Sowa,2854,Michael Sowa,preserved
108,108,A reproduction of art by Michael Sowa,3254,Michael Sowa,preserved
109,109,A famous artwork by Michael Sowa,3434,Michael Sowa,preserved
110,110,Image in the style of Louis Wain,3304,Louis Wain,preserved
111,111,Art inspired by Louis Wain,1106,Louis Wain,preserved
112,112,Painting in the style of Louis Wain,4410,Louis Wain,preserved
113,113,A reproduction of art by Louis Wain,3149,Louis Wain,preserved
114,114,A famous artwork by Louis Wain,2686,Louis Wain,preserved
115,115,Image in the style of Artur Bordalo,4479,Artur Bordalo,preserved
116,116,Art inspired by Artur Bordalo,4499,Artur Bordalo,preserved
117,117,Painting in the style of Artur Bordalo,1900,Artur Bordalo,preserved
118,118,A reproduction of art by Artur Bordalo,4946,Artur Bordalo,preserved
119,119,A famous artwork by Artur Bordalo,3210,Artur Bordalo,preserved
120,120,Image in the style of Thomas Kinkade,1035,Thomas Kinkade,preserved
121,121,Art inspired by Thomas Kinkade,2829,Thomas Kinkade,preserved
122,122,Painting in the style of Thomas Kinkade,20,Thomas Kinkade,preserved
123,123,A reproduction of art by Thomas Kinkade,4867,Thomas Kinkade,preserved
124,124,A famous artwork by Thomas Kinkade,3765,Thomas Kinkade,preserved
125,125,Image in the style of Russell Ayto,1735,Russell Ayto,preserved
126,126,Art inspired by Russell Ayto,1097,Russell Ayto,preserved
127,127,Painting in the style of Russell Ayto,982,Russell Ayto,preserved
128,128,A reproduction of art by Russell Ayto,4159,Russell Ayto,preserved
129,129,A famous artwork by Russell Ayto,4868,Russell Ayto,preserved
130,130,Image in the style of Giacomo Balla,4336,Giacomo Balla,preserved
131,131,Art inspired by Giacomo Balla,657,Giacomo Balla,preserved
132,132,Painting in the style of Giacomo Balla,4394,Giacomo Balla,preserved
133,133,A reproduction of art by Giacomo Balla,1802,Giacomo Balla,preserved
134,134,A famous artwork by Giacomo Balla,4598,Giacomo Balla,preserved
135,135,Image in the style of Caspar David Friedrich,470,Caspar David Friedrich,preserved
136,136,Art inspired by Caspar David Friedrich,161,Caspar David Friedrich,preserved
137,137,Painting in the style of Caspar David Friedrich,4175,Caspar David Friedrich,preserved
138,138,A reproduction of art by Caspar David Friedrich,4284,Caspar David Friedrich,preserved
139,139,A famous artwork by Caspar David Friedrich,4816,Caspar David Friedrich,preserved
140,140,Image in the style of Incarcerated Jerkfaces,4751,Incarcerated Jerkfaces,preserved
141,141,Art inspired by Incarcerated Jerkfaces,4771,Incarcerated Jerkfaces,preserved
142,142,Painting in the style of Incarcerated Jerkfaces,4156,Incarcerated Jerkfaces,preserved
143,143,A reproduction of art by Incarcerated Jerkfaces,4783,Incarcerated Jerkfaces,preserved
144,144,A famous artwork by Incarcerated Jerkfaces,4811,Incarcerated Jerkfaces,preserved
145,145,Image in the style of Jerry Pinkney,1886,Jerry Pinkney,preserved
146,146,Art inspired by Jerry Pinkney,2158,Jerry Pinkney,preserved
147,147,Painting in the style of Jerry Pinkney,4665,Jerry Pinkney,preserved
148,148,A reproduction of art by Jerry Pinkney,2184,Jerry Pinkney,preserved
149,149,A famous artwork by Jerry Pinkney,2557,Jerry Pinkney,preserved
150,150,Image in the style of Afarin Sajedi,2277,Afarin Sajedi,preserved
151,151,Art inspired by Afarin Sajedi,4935,Afarin Sajedi,preserved
152,152,Painting in the style of Afarin Sajedi,3021,Afarin Sajedi,preserved
153,153,A reproduction of art by Afarin Sajedi,3848,Afarin Sajedi,preserved
154,154,A famous artwork by Afarin Sajedi,4500,Afarin Sajedi,preserved
155,155,Image in the style of George French Angas,2193,George French Angas,preserved
156,156,Art inspired by George French Angas,4797,George French Angas,preserved
157,157,Painting in the style of George French Angas,1376,George French Angas,preserved
158,158,A reproduction of art by George French Angas,42,George French Angas,preserved
159,159,A famous artwork by George French Angas,4995,George French Angas,preserved
160,160,Image in the style of Henry Moret,4153,Henry Moret,preserved
161,161,Art inspired by Henry Moret,4525,Henry Moret,preserved
162,162,Painting in the style of Henry Moret,925,Henry Moret,preserved
163,163,A reproduction of art by Henry Moret,3463,Henry Moret,preserved
164,164,A famous artwork by Henry Moret,2024,Henry Moret,preserved
165,165,Image in the style of Adam Elsheimer,4251,Adam Elsheimer,preserved
166,166,Art inspired by Adam Elsheimer,1785,Adam Elsheimer,preserved
167,167,Painting in the style of Adam Elsheimer,2328,Adam Elsheimer,preserved
168,168,A reproduction of art by Adam Elsheimer,222,Adam Elsheimer,preserved
169,169,A famous artwork by Adam Elsheimer,3220,Adam Elsheimer,preserved
170,170,Image in the style of Tim Burton,4993,Tim Burton,preserved
171,171,Art inspired by Tim Burton,690,Tim Burton,preserved
172,172,Painting in the style of Tim Burton,1410,Tim Burton,preserved
173,173,A reproduction of art by Tim Burton,410,Tim Burton,preserved
174,174,A famous artwork by Tim Burton,3476,Tim Burton,preserved
175,175,Image in the style of Frederic Remington,2281,Frederic Remington,preserved
176,176,Art inspired by Frederic Remington,1399,Frederic Remington,preserved
177,177,Painting in the style of Frederic Remington,4775,Frederic Remington,preserved
178,178,A reproduction of art by Frederic Remington,1643,Frederic Remington,preserved
179,179,A famous artwork by Frederic Remington,645,Frederic Remington,preserved
180,180,Image in the style of Robert Antoine Pinchon,716,Robert Antoine Pinchon,preserved
181,181,Art inspired by Robert Antoine Pinchon,936,Robert Antoine Pinchon,preserved
182,182,Painting in the style of Robert Antoine Pinchon,4733,Robert Antoine Pinchon,preserved
183,183,A reproduction of art by Robert Antoine Pinchon,3306,Robert Antoine Pinchon,preserved
184,184,A famous artwork by Robert Antoine Pinchon,319,Robert Antoine Pinchon,preserved
185,185,Image in the style of Peter Wileman,2779,Peter Wileman,preserved
186,186,Art inspired by Peter Wileman,1314,Peter Wileman,preserved
187,187,Painting in the style of Peter Wileman,2476,Peter Wileman,preserved
188,188,A reproduction of art by Peter Wileman,4110,Peter Wileman,preserved
189,189,A famous artwork by Peter Wileman,4429,Peter Wileman,preserved
190,190,Image in the style of Gloria Stoll Karn,1621,Gloria Stoll Karn,preserved
191,191,Art inspired by Gloria Stoll Karn,3941,Gloria Stoll Karn,preserved
192,192,Painting in the style of Gloria Stoll Karn,1986,Gloria Stoll Karn,preserved
193,193,A reproduction of art by Gloria Stoll Karn,2269,Gloria Stoll Karn,preserved
194,194,A famous artwork by Gloria Stoll Karn,3703,Gloria Stoll Karn,preserved
195,195,Image in the style of Jessica Rossier,2089,Jessica Rossier,preserved
196,196,Art inspired by Jessica Rossier,3887,Jessica Rossier,preserved
197,197,Painting in the style of Jessica Rossier,1738,Jessica Rossier,preserved
198,198,A reproduction of art by Jessica Rossier,538,Jessica Rossier,preserved
199,199,A famous artwork by Jessica Rossier,2814,Jessica Rossier,preserved
200,200,Image in the style of Roberto Matta,4470,Roberto Matta,preserved
201,201,Art inspired by Roberto Matta,4690,Roberto Matta,preserved
202,202,Painting in the style of Roberto Matta,3147,Roberto Matta,preserved
203,203,A reproduction of art by Roberto Matta,2994,Roberto Matta,preserved
204,204,A famous artwork by Roberto Matta,3265,Roberto Matta,preserved
205,205,Image in the style of John Currin,2751,John Currin,preserved
206,206,Art inspired by John Currin,208,John Currin,preserved
207,207,Painting in the style of John Currin,1896,John Currin,preserved
208,208,A reproduction of art by John Currin,4138,John Currin,preserved
209,209,A famous artwork by John Currin,1454,John Currin,preserved
210,210,Image in the style of Peter De Seve,3966,Peter De Seve,preserved
211,211,Art inspired by Peter De Seve,2385,Peter De Seve,preserved
212,212,Painting in the style of Peter De Seve,3149,Peter De Seve,preserved
213,213,A reproduction of art by Peter De Seve,371,Peter De Seve,preserved
214,214,A famous artwork by Peter De Seve,625,Peter De Seve,preserved
215,215,Image in the style of Noelle Stevenson,2433,Noelle Stevenson,preserved
216,216,Art inspired by Noelle Stevenson,2023,Noelle Stevenson,preserved
217,217,Painting in the style of Noelle Stevenson,1420,Noelle Stevenson,preserved
218,218,A reproduction of art by Noelle Stevenson,4574,Noelle Stevenson,preserved
219,219,A famous artwork by Noelle Stevenson,3087,Noelle Stevenson,preserved
220,220,Image in the style of Botero,4477,Botero,preserved
221,221,Art inspired by Botero,3046,Botero,preserved
222,222,Painting in the style of Botero,301,Botero,preserved
223,223,A reproduction of art by Botero,4365,Botero,preserved
224,224,A famous artwork by Botero,681,Botero,preserved
225,225,Image in the style of Albert Edelfelt,3551,Albert Edelfelt,preserved
226,226,Art inspired by Albert Edelfelt,2493,Albert Edelfelt,preserved
227,227,Painting in the style of Albert Edelfelt,3356,Albert Edelfelt,preserved
228,228,A reproduction of art by Albert Edelfelt,940,Albert Edelfelt,preserved
229,229,A famous artwork by Albert Edelfelt,3556,Albert Edelfelt,preserved
230,230,Image in the style of Bill Carman,1984,Bill Carman,preserved
231,231,Art inspired by Bill Carman,1618,Bill Carman,preserved
232,232,Painting in the style of Bill Carman,2428,Bill Carman,preserved
233,233,A reproduction of art by Bill Carman,4333,Bill Carman,preserved
234,234,A famous artwork by Bill Carman,569,Bill Carman,preserved
235,235,Image in the style of Worthington Whittredge,3863,Worthington Whittredge,preserved
236,236,Art inspired by Worthington Whittredge,303,Worthington Whittredge,preserved
237,237,Painting in the style of Worthington Whittredge,124,Worthington Whittredge,preserved
238,238,A reproduction of art by Worthington Whittredge,3651,Worthington Whittredge,preserved
239,239,A famous artwork by Worthington Whittredge,3675,Worthington Whittredge,preserved
240,240,Image in the style of Greg Simkins,807,Greg Simkins,preserved
241,241,Art inspired by Greg Simkins,779,Greg Simkins,preserved
242,242,Painting in the style of Greg Simkins,3725,Greg Simkins,preserved
243,243,A reproduction of art by Greg Simkins,2743,Greg Simkins,preserved
244,244,A famous artwork by Greg Simkins,15,Greg Simkins,preserved
245,245,Image in the style of Juan Gris,2581,Juan Gris,preserved
246,246,Art inspired by Juan Gris,4252,Juan Gris,preserved
247,247,Painting in the style of Juan Gris,3226,Juan Gris,preserved
248,248,A reproduction of art by Juan Gris,3754,Juan Gris,preserved
249,249,A famous artwork by Juan Gris,2084,Juan Gris,preserved
250,250,Image in the style of Phil Jimenez,4251,Phil Jimenez,preserved
251,251,Art inspired by Phil Jimenez,93,Phil Jimenez,preserved
252,252,Painting in the style of Phil Jimenez,1297,Phil Jimenez,preserved
253,253,A reproduction of art by Phil Jimenez,580,Phil Jimenez,preserved
254,254,A famous artwork by Phil Jimenez,3277,Phil Jimenez,preserved
255,255,Image in the style of Sue Bryce,2934,Sue Bryce,preserved
256,256,Art inspired by Sue Bryce,620,Sue Bryce,preserved
257,257,Painting in the style of Sue Bryce,4220,Sue Bryce,preserved
258,258,A reproduction of art by Sue Bryce,3882,Sue Bryce,preserved
259,259,A famous artwork by Sue Bryce,3992,Sue Bryce,preserved
260,260,Image in the style of Tom Hammick,1380,Tom Hammick,preserved
261,261,Art inspired by Tom Hammick,1652,Tom Hammick,preserved
262,262,Painting in the style of Tom Hammick,1893,Tom Hammick,preserved
263,263,A reproduction of art by Tom Hammick,393,Tom Hammick,preserved
264,264,A famous artwork by Tom Hammick,836,Tom Hammick,preserved
265,265,Image in the style of Bill Viola,1548,Bill Viola,preserved
266,266,Art inspired by Bill Viola,882,Bill Viola,preserved
267,267,Painting in the style of Bill Viola,1548,Bill Viola,preserved
268,268,A reproduction of art by Bill Viola,3719,Bill Viola,preserved
269,269,A famous artwork by Bill Viola,258,Bill Viola,preserved
270,270,Image in the style of Gustaf Tenggren,1534,Gustaf Tenggren,preserved
271,271,Art inspired by Gustaf Tenggren,892,Gustaf Tenggren,preserved
272,272,Painting in the style of Gustaf Tenggren,267,Gustaf Tenggren,preserved
273,273,A reproduction of art by Gustaf Tenggren,3121,Gustaf Tenggren,preserved
274,274,A famous artwork by Gustaf Tenggren,2220,Gustaf Tenggren,preserved
275,275,Image in the style of Seb Mckinnon,2375,Seb Mckinnon,preserved
276,276,Art inspired by Seb Mckinnon,1335,Seb Mckinnon,preserved
277,277,Painting in the style of Seb Mckinnon,1791,Seb Mckinnon,preserved
278,278,A reproduction of art by Seb Mckinnon,3247,Seb Mckinnon,preserved
279,279,A famous artwork by Seb Mckinnon,2622,Seb Mckinnon,preserved
280,280,Image in the style of Simon Stalenhag,1950,Simon Stalenhag,preserved
281,281,Art inspired by Simon Stalenhag,4129,Simon Stalenhag,preserved
282,282,Painting in the style of Simon Stalenhag,1450,Simon Stalenhag,preserved
283,283,A reproduction of art by Simon Stalenhag,3831,Simon Stalenhag,preserved
284,284,A famous artwork by Simon Stalenhag,1052,Simon Stalenhag,preserved
285,285,Image in the style of Jovana Rikalo,1510,Jovana Rikalo,preserved
286,286,Art inspired by Jovana Rikalo,3554,Jovana Rikalo,preserved
287,287,Painting in the style of Jovana Rikalo,2164,Jovana Rikalo,preserved
288,288,A reproduction of art by Jovana Rikalo,1015,Jovana Rikalo,preserved
289,289,A famous artwork by Jovana Rikalo,2599,Jovana Rikalo,preserved
290,290,Image in the style of Phil Foglio,4140,Phil Foglio,preserved
291,291,Art inspired by Phil Foglio,4518,Phil Foglio,preserved
292,292,Painting in the style of Phil Foglio,3095,Phil Foglio,preserved
293,293,A reproduction of art by Phil Foglio,1785,Phil Foglio,preserved
294,294,A famous artwork by Phil Foglio,2675,Phil Foglio,preserved
295,295,Image in the style of Berthe Morisot,262,Berthe Morisot,preserved
296,296,Art inspired by Berthe Morisot,2043,Berthe Morisot,preserved
297,297,Painting in the style of Berthe Morisot,3655,Berthe Morisot,preserved
298,298,A reproduction of art by Berthe Morisot,2541,Berthe Morisot,preserved
299,299,A famous artwork by Berthe Morisot,2533,Berthe Morisot,preserved
300,300,Image in the style of Edouard Manet,2275,Edouard Manet,preserved
301,301,Art inspired by Edouard Manet,823,Edouard Manet,preserved
302,302,Painting in the style of Edouard Manet,3271,Edouard Manet,preserved
303,303,A reproduction of art by Edouard Manet,4772,Edouard Manet,preserved
304,304,A famous artwork by Edouard Manet,4749,Edouard Manet,preserved
305,305,Image in the style of James Paick,3182,James Paick,preserved
306,306,Art inspired by James Paick,1408,James Paick,preserved
307,307,Painting in the style of James Paick,4603,James Paick,preserved
308,308,A reproduction of art by James Paick,1264,James Paick,preserved
309,309,A famous artwork by James Paick,3852,James Paick,preserved
310,310,Image in the style of Rebecca Guay,4267,Rebecca Guay,preserved
311,311,Art inspired by Rebecca Guay,2482,Rebecca Guay,preserved
312,312,Painting in the style of Rebecca Guay,3548,Rebecca Guay,preserved
313,313,A reproduction of art by Rebecca Guay,2189,Rebecca Guay,preserved
314,314,A famous artwork by Rebecca Guay,2965,Rebecca Guay,preserved
315,315,Image in the style of Kim Jung Gi,666,Kim Jung Gi,preserved
316,316,Art inspired by Kim Jung Gi,427,Kim Jung Gi,preserved
317,317,Painting in the style of Kim Jung Gi,735,Kim Jung Gi,preserved
318,318,A reproduction of art by Kim Jung Gi,578,Kim Jung Gi,preserved
319,319,A famous artwork by Kim Jung Gi,4009,Kim Jung Gi,preserved
320,320,Image in the style of Walter Crane,3519,Walter Crane,preserved
321,321,Art inspired by Walter Crane,441,Walter Crane,preserved
322,322,Painting in the style of Walter Crane,652,Walter Crane,preserved
323,323,A reproduction of art by Walter Crane,1559,Walter Crane,preserved
324,324,A famous artwork by Walter Crane,2574,Walter Crane,preserved
325,325,Image in the style of Amy Judd,1931,Amy Judd,preserved
326,326,Art inspired by Amy Judd,4307,Amy Judd,preserved
327,327,Painting in the style of Amy Judd,2617,Amy Judd,preserved
328,328,A reproduction of art by Amy Judd,3760,Amy Judd,preserved
329,329,A famous artwork by Amy Judd,2834,Amy Judd,preserved
330,330,Image in the style of Alexej von Jawlensky,1413,Alexej von Jawlensky,preserved
331,331,Art inspired by Alexej von Jawlensky,3307,Alexej von Jawlensky,preserved
332,332,Painting in the style of Alexej von Jawlensky,760,Alexej von Jawlensky,preserved
333,333,A reproduction of art by Alexej von Jawlensky,3789,Alexej von Jawlensky,preserved
334,334,A famous artwork by Alexej von Jawlensky,4798,Alexej von Jawlensky,preserved
335,335,Image in the style of Shusei Nagaoko,3161,Shusei Nagaoko,preserved
336,336,Art inspired by Shusei Nagaoko,2723,Shusei Nagaoko,preserved
337,337,Painting in the style of Shusei Nagaoko,4380,Shusei Nagaoko,preserved
338,338,A reproduction of art by Shusei Nagaoko,4546,Shusei Nagaoko,preserved
339,339,A famous artwork by Shusei Nagaoko,3266,Shusei Nagaoko,preserved
340,340,Image in the style of Wojciech Ostrycharz,1409,Wojciech Ostrycharz,preserved
341,341,Art inspired by Wojciech Ostrycharz,3638,Wojciech Ostrycharz,preserved
342,342,Painting in the style of Wojciech Ostrycharz,2976,Wojciech Ostrycharz,preserved
343,343,A reproduction of art by Wojciech Ostrycharz,2694,Wojciech Ostrycharz,preserved
344,344,A famous artwork by Wojciech Ostrycharz,4365,Wojciech Ostrycharz,preserved
345,345,Image in the style of Dean Ellis,1951,Dean Ellis,preserved
346,346,Art inspired by Dean Ellis,2594,Dean Ellis,preserved
347,347,Painting in the style of Dean Ellis,4331,Dean Ellis,preserved
348,348,A reproduction of art by Dean Ellis,1407,Dean Ellis,preserved
349,349,A famous artwork by Dean Ellis,3010,Dean Ellis,preserved
350,350,Image in the style of Tyler Shields,4662,Tyler Shields,preserved
351,351,Art inspired by Tyler Shields,3077,Tyler Shields,preserved
352,352,Painting in the style of Tyler Shields,784,Tyler Shields,preserved
353,353,A reproduction of art by Tyler Shields,872,Tyler Shields,preserved
354,354,A famous artwork by Tyler Shields,2567,Tyler Shields,preserved
355,355,Image in the style of Anni Albers,1138,Anni Albers,preserved
356,356,Art inspired by Anni Albers,384,Anni Albers,preserved
357,357,Painting in the style of Anni Albers,3970,Anni Albers,preserved
358,358,A reproduction of art by Anni Albers,4721,Anni Albers,preserved
359,359,A famous artwork by Anni Albers,4044,Anni Albers,preserved
360,360,Image in the style of Adriaen van Outrecht,4705,Adriaen van Outrecht,preserved
361,361,Art inspired by Adriaen van Outrecht,370,Adriaen van Outrecht,preserved
362,362,Painting in the style of Adriaen van Outrecht,1493,Adriaen van Outrecht,preserved
363,363,A reproduction of art by Adriaen van Outrecht,12,Adriaen van Outrecht,preserved
364,364,A famous artwork by Adriaen van Outrecht,3654,Adriaen van Outrecht,preserved
365,365,Image in the style of Olafur Eliasson,2764,Olafur Eliasson,preserved
366,366,Art inspired by Olafur Eliasson,4730,Olafur Eliasson,preserved
367,367,Painting in the style of Olafur Eliasson,262,Olafur Eliasson,preserved
368,368,A reproduction of art by Olafur Eliasson,2267,Olafur Eliasson,preserved
369,369,A famous artwork by Olafur Eliasson,3517,Olafur Eliasson,preserved
370,370,Image in the style of Judy Chicago,4147,Judy Chicago,preserved
371,371,Art inspired by Judy Chicago,4218,Judy Chicago,preserved
372,372,Painting in the style of Judy Chicago,2553,Judy Chicago,preserved
373,373,A reproduction of art by Judy Chicago,2210,Judy Chicago,preserved
374,374,A famous artwork by Judy Chicago,1920,Judy Chicago,preserved
375,375,Image in the style of Matt Bors,1316,Matt Bors,preserved
376,376,Art inspired by Matt Bors,3626,Matt Bors,preserved
377,377,Painting in the style of Matt Bors,4536,Matt Bors,preserved
378,378,A reproduction of art by Matt Bors,4989,Matt Bors,preserved
379,379,A famous artwork by Matt Bors,4056,Matt Bors,preserved
380,380,Image in the style of Aron Demetz,2161,Aron Demetz,preserved
381,381,Art inspired by Aron Demetz,3142,Aron Demetz,preserved
382,382,Painting in the style of Aron Demetz,4395,Aron Demetz,preserved
383,383,A reproduction of art by Aron Demetz,2766,Aron Demetz,preserved
384,384,A famous artwork by Aron Demetz,4210,Aron Demetz,preserved
385,385,Image in the style of Wim Crouwel,2419,Wim Crouwel,preserved
386,386,Art inspired by Wim Crouwel,232,Wim Crouwel,preserved
387,387,Painting in the style of Wim Crouwel,201,Wim Crouwel,preserved
388,388,A reproduction of art by Wim Crouwel,4119,Wim Crouwel,preserved
389,389,A famous artwork by Wim Crouwel,1913,Wim Crouwel,preserved
390,390,Image in the style of Jeannette Guichard-Bunel,2026,Jeannette Guichard-Bunel,preserved
391,391,Art inspired by Jeannette Guichard-Bunel,2961,Jeannette Guichard-Bunel,preserved
392,392,Painting in the style of Jeannette Guichard-Bunel,2806,Jeannette Guichard-Bunel,preserved
393,393,A reproduction of art by Jeannette Guichard-Bunel,1066,Jeannette Guichard-Bunel,preserved
394,394,A famous artwork by Jeannette Guichard-Bunel,3644,Jeannette Guichard-Bunel,preserved
