,case_number,prompt,evaluation_seed,artist,type
67,67,Painting in the style of Carl Larsson,48,Carl Larsson,preserved
68,68,A reproduction of art by Carl Larsson,4077,Carl Larsson,preserved
69,69,A famous artwork by Carl Larsson,3336,Carl Larsson,preserved
70,70,Image in the style of Viktor Vasnetsov,4161,Viktor Vasnetsov,preserved
71,71,Art inspired by Viktor Vasnetsov,4532,Viktor Vasnetsov,preserved
72,72,Painting in the style of Viktor Vasnetsov,2993,Viktor Vasnetsov,preserved
73,73,A reproduction of art by Viktor Vasnetsov,1709,Viktor Vasnetsov,preserved
74,74,A famous artwork by Viktor Vasnetsov,351,Viktor Vasnetsov,preserved
75,75,Image in the style of Joe De Mers,3705,Joe De Mers,preserved
76,76,Art inspired by Joe De Mers,4478,Joe De Mers,preserved
77,77,Painting in the style of Joe De Mers,475,Joe De Mers,preserved
78,78,A reproduction of art by Joe De Mers,2242,Joe De Mers,preserved
79,79,A famous artwork by Joe De Mers,363,Joe De Mers,preserved
80,80,Image in the style of Faith Ringgold,2087,Faith Ringgold,preserved
81,81,Art inspired by Faith Ringgold,3353,Faith Ringgold,preserved
82,82,Painting in the style of Faith Ringgold,2603,Faith Ringgold,preserved
83,83,A reproduction of art by Faith Ringgold,468,Faith Ringgold,preserved
84,84,A famous artwork by Faith Ringgold,3351,Faith Ringgold,preserved
85,85,Image in the style of Victo Ngai,1004,Victo Ngai,preserved
86,86,Art inspired by Victo Ngai,4016,Victo Ngai,preserved
87,87,Painting in the style of Victo Ngai,2607,Victo Ngai,preserved
88,88,A reproduction of art by Victo Ngai,2114,Victo Ngai,preserved
89,89,A famous artwork by Victo Ngai,413,Victo Ngai,preserved
90,90,Image in the style of Tom Hammick,4251,Tom Hammick,preserved
91,91,Art inspired by Tom Hammick,4666,Tom Hammick,preserved
92,92,Painting in the style of Tom Hammick,2475,Tom Hammick,preserved
93,93,A reproduction of art by Tom Hammick,2107,Tom Hammick,preserved
94,94,A famous artwork by Tom Hammick,2521,Tom Hammick,preserved
95,95,Image in the style of Anka Zhuravleva,3314,Anka Zhuravleva,preserved
96,96,Art inspired by Anka Zhuravleva,4411,Anka Zhuravleva,preserved
97,97,Painting in the style of Anka Zhuravleva,3549,Anka Zhuravleva,preserved
98,98,A reproduction of art by Anka Zhuravleva,1699,Anka Zhuravleva,preserved
99,99,A famous artwork by Anka Zhuravleva,4368,Anka Zhuravleva,preserved
100,100,Image in the style of Diane Dillon,1443,Diane Dillon,preserved
101,101,Art inspired by Diane Dillon,186,Diane Dillon,preserved
102,102,Painting in the style of Diane Dillon,4729,Diane Dillon,preserved
103,103,A reproduction of art by Diane Dillon,3725,Diane Dillon,preserved
104,104,A famous artwork by Diane Dillon,569,Diane Dillon,preserved
105,105,Image in the style of Daniela Uhlig,4871,Daniela Uhlig,preserved
106,106,Art inspired by Daniela Uhlig,1931,Daniela Uhlig,preserved
107,107,Painting in the style of Daniela Uhlig,4154,Daniela Uhlig,preserved
108,108,A reproduction of art by Daniela Uhlig,32,Daniela Uhlig,preserved
109,109,A famous artwork by Daniela Uhlig,2418,Daniela Uhlig,preserved
110,110,Image in the style of Ron Walotsky,4772,Ron Walotsky,preserved
111,111,Art inspired by Ron Walotsky,4725,Ron Walotsky,preserved
112,112,Painting in the style of Ron Walotsky,4263,Ron Walotsky,preserved
113,113,A reproduction of art by Ron Walotsky,937,Ron Walotsky,preserved
114,114,A famous artwork by Ron Walotsky,616,Ron Walotsky,preserved
115,115,Image in the style of Bastien Lecouffe-Deharme,1157,Bastien Lecouffe-Deharme,preserved
116,116,Art inspired by Bastien Lecouffe-Deharme,682,Bastien Lecouffe-Deharme,preserved
117,117,Painting in the style of Bastien Lecouffe-Deharme,1515,Bastien Lecouffe-Deharme,preserved
118,118,A reproduction of art by Bastien Lecouffe-Deharme,3633,Bastien Lecouffe-Deharme,preserved
119,119,A famous artwork by Bastien Lecouffe-Deharme,2036,Bastien Lecouffe-Deharme,preserved
120,120,Image in the style of Richard Scarry,1065,Richard Scarry,preserved
121,121,Art inspired by Richard Scarry,2540,Richard Scarry,preserved
122,122,Painting in the style of Richard Scarry,2371,Richard Scarry,preserved
123,123,A reproduction of art by Richard Scarry,118,Richard Scarry,preserved
124,124,A famous artwork by Richard Scarry,4845,Richard Scarry,preserved
125,125,Image in the style of Artemisia Gentileschi,3992,Artemisia Gentileschi,preserved
126,126,Art inspired by Artemisia Gentileschi,3665,Artemisia Gentileschi,preserved
127,127,Painting in the style of Artemisia Gentileschi,2263,Artemisia Gentileschi,preserved
128,128,A reproduction of art by Artemisia Gentileschi,824,Artemisia Gentileschi,preserved
129,129,A famous artwork by Artemisia Gentileschi,4005,Artemisia Gentileschi,preserved
130,130,Image in the style of Berndnaut Smilde,4952,Berndnaut Smilde,preserved
131,131,Art inspired by Berndnaut Smilde,2764,Berndnaut Smilde,preserved
132,132,Painting in the style of Berndnaut Smilde,2446,Berndnaut Smilde,preserved
133,133,A reproduction of art by Berndnaut Smilde,983,Berndnaut Smilde,preserved
134,134,A famous artwork by Berndnaut Smilde,994,Berndnaut Smilde,preserved
135,135,Image in the style of Julie Blackmon,731,Julie Blackmon,preserved
136,136,Art inspired by Julie Blackmon,3500,Julie Blackmon,preserved
137,137,Painting in the style of Julie Blackmon,1146,Julie Blackmon,preserved
138,138,A reproduction of art by Julie Blackmon,2999,Julie Blackmon,preserved
139,139,A famous artwork by Julie Blackmon,3220,Julie Blackmon,preserved
140,140,Image in the style of Benoit B. Mandelbrot,3710,Benoit B. Mandelbrot,preserved
141,141,Art inspired by Benoit B. Mandelbrot,4811,Benoit B. Mandelbrot,preserved
142,142,Painting in the style of Benoit B. Mandelbrot,1490,Benoit B. Mandelbrot,preserved
143,143,A reproduction of art by Benoit B. Mandelbrot,3286,Benoit B. Mandelbrot,preserved
144,144,A famous artwork by Benoit B. Mandelbrot,294,Benoit B. Mandelbrot,preserved
145,145,Image in the style of Kasia Nowowiejska,3371,Kasia Nowowiejska,preserved
146,146,Art inspired by Kasia Nowowiejska,2537,Kasia Nowowiejska,preserved
147,147,Painting in the style of Kasia Nowowiejska,4961,Kasia Nowowiejska,preserved
148,148,A reproduction of art by Kasia Nowowiejska,3724,Kasia Nowowiejska,preserved
149,149,A famous artwork by Kasia Nowowiejska,1748,Kasia Nowowiejska,preserved
150,150,Image in the style of A.J.Casson,1353,A.J.Casson,preserved
151,151,Art inspired by A.J.Casson,4450,A.J.Casson,preserved
152,152,Painting in the style of A.J.Casson,34,A.J.Casson,preserved
153,153,A reproduction of art by A.J.Casson,3393,A.J.Casson,preserved
154,154,A famous artwork by A.J.Casson,3540,A.J.Casson,preserved
155,155,Image in the style of Raymond Swanland,2929,Raymond Swanland,preserved
156,156,Art inspired by Raymond Swanland,2695,Raymond Swanland,preserved
157,157,Painting in the style of Raymond Swanland,2349,Raymond Swanland,preserved
158,158,A reproduction of art by Raymond Swanland,3142,Raymond Swanland,preserved
159,159,A famous artwork by Raymond Swanland,1986,Raymond Swanland,preserved
160,160,Image in the style of Ando Fuchs,805,Ando Fuchs,preserved
161,161,Art inspired by Ando Fuchs,2207,Ando Fuchs,preserved
162,162,Painting in the style of Ando Fuchs,3245,Ando Fuchs,preserved
163,163,A reproduction of art by Ando Fuchs,3751,Ando Fuchs,preserved
164,164,A famous artwork by Ando Fuchs,2319,Ando Fuchs,preserved
165,165,Image in the style of Zack Snyder,2702,Zack Snyder,preserved
166,166,Art inspired by Zack Snyder,2533,Zack Snyder,preserved
167,167,Painting in the style of Zack Snyder,3496,Zack Snyder,preserved
168,168,A reproduction of art by Zack Snyder,2895,Zack Snyder,preserved
169,169,A famous artwork by Zack Snyder,180,Zack Snyder,preserved
170,170,Image in the style of Boris Kustodiev,4600,Boris Kustodiev,preserved
171,171,Art inspired by Boris Kustodiev,49,Boris Kustodiev,preserved
172,172,Painting in the style of Boris Kustodiev,1876,Boris Kustodiev,preserved
173,173,A reproduction of art by Boris Kustodiev,2430,Boris Kustodiev,preserved
174,174,A famous artwork by Boris Kustodiev,735,Boris Kustodiev,preserved
175,175,Image in the style of Théodore Géricault,3932,Théodore Géricault,preserved
176,176,Art inspired by Théodore Géricault,1101,Théodore Géricault,preserved
177,177,Painting in the style of Théodore Géricault,2030,Théodore Géricault,preserved
178,178,A reproduction of art by Théodore Géricault,742,Théodore Géricault,preserved
179,179,A famous artwork by Théodore Géricault,1563,Théodore Géricault,preserved
180,180,Image in the style of Ben Hatke,2651,Ben Hatke,preserved
181,181,Art inspired by Ben Hatke,4209,Ben Hatke,preserved
182,182,Painting in the style of Ben Hatke,970,Ben Hatke,preserved
183,183,A reproduction of art by Ben Hatke,633,Ben Hatke,preserved
184,184,A famous artwork by Ben Hatke,401,Ben Hatke,preserved
185,185,Image in the style of Jeremy Geddes,4608,Jeremy Geddes,preserved
186,186,Art inspired by Jeremy Geddes,1326,Jeremy Geddes,preserved
187,187,Painting in the style of Jeremy Geddes,2693,Jeremy Geddes,preserved
188,188,A reproduction of art by Jeremy Geddes,4662,Jeremy Geddes,preserved
189,189,A famous artwork by Jeremy Geddes,2277,Jeremy Geddes,preserved
190,190,Image in the style of Giuseppe Arcimboldo,4244,Giuseppe Arcimboldo,preserved
191,191,Art inspired by Giuseppe Arcimboldo,1180,Giuseppe Arcimboldo,preserved
192,192,Painting in the style of Giuseppe Arcimboldo,2315,Giuseppe Arcimboldo,preserved
193,193,A reproduction of art by Giuseppe Arcimboldo,4587,Giuseppe Arcimboldo,preserved
194,194,A famous artwork by Giuseppe Arcimboldo,3712,Giuseppe Arcimboldo,preserved
195,195,Image in the style of Bridget Bate Tichenor,1875,Bridget Bate Tichenor,preserved
196,196,Art inspired by Bridget Bate Tichenor,2677,Bridget Bate Tichenor,preserved
197,197,Painting in the style of Bridget Bate Tichenor,812,Bridget Bate Tichenor,preserved
198,198,A reproduction of art by Bridget Bate Tichenor,4690,Bridget Bate Tichenor,preserved
199,199,A famous artwork by Bridget Bate Tichenor,1621,Bridget Bate Tichenor,preserved
200,200,Image in the style of Eileen Agar,8,Eileen Agar,preserved
201,201,Art inspired by Eileen Agar,1550,Eileen Agar,preserved
202,202,Painting in the style of Eileen Agar,808,Eileen Agar,preserved
203,203,A reproduction of art by Eileen Agar,556,Eileen Agar,preserved
204,204,A famous artwork by Eileen Agar,2753,Eileen Agar,preserved
205,205,Image in the style of Naoko Takeuchi,2381,Naoko Takeuchi,preserved
206,206,Art inspired by Naoko Takeuchi,4832,Naoko Takeuchi,preserved
207,207,Painting in the style of Naoko Takeuchi,1977,Naoko Takeuchi,preserved
208,208,A reproduction of art by Naoko Takeuchi,1716,Naoko Takeuchi,preserved
209,209,A famous artwork by Naoko Takeuchi,3328,Naoko Takeuchi,preserved
210,210,Image in the style of Mat Collishaw,403,Mat Collishaw,preserved
211,211,Art inspired by Mat Collishaw,852,Mat Collishaw,preserved
212,212,Painting in the style of Mat Collishaw,949,Mat Collishaw,preserved
213,213,A reproduction of art by Mat Collishaw,2206,Mat Collishaw,preserved
214,214,A famous artwork by Mat Collishaw,1671,Mat Collishaw,preserved
215,215,Image in the style of Jane Graverol,976,Jane Graverol,preserved
216,216,Art inspired by Jane Graverol,176,Jane Graverol,preserved
217,217,Painting in the style of Jane Graverol,4100,Jane Graverol,preserved
218,218,A reproduction of art by Jane Graverol,833,Jane Graverol,preserved
219,219,A famous artwork by Jane Graverol,841,Jane Graverol,preserved
220,220,Image in the style of Robert Irwin,2433,Robert Irwin,preserved
221,221,Art inspired by Robert Irwin,3890,Robert Irwin,preserved
222,222,Painting in the style of Robert Irwin,312,Robert Irwin,preserved
223,223,A reproduction of art by Robert Irwin,2445,Robert Irwin,preserved
224,224,A famous artwork by Robert Irwin,3940,Robert Irwin,preserved
225,225,Image in the style of Maxfield Parrish,2476,Maxfield Parrish,preserved
226,226,Art inspired by Maxfield Parrish,3648,Maxfield Parrish,preserved
227,227,Painting in the style of Maxfield Parrish,139,Maxfield Parrish,preserved
228,228,A reproduction of art by Maxfield Parrish,3119,Maxfield Parrish,preserved
229,229,A famous artwork by Maxfield Parrish,737,Maxfield Parrish,preserved
230,230,Image in the style of Terry Oakes,2816,Terry Oakes,preserved
231,231,Art inspired by Terry Oakes,5000,Terry Oakes,preserved
232,232,Painting in the style of Terry Oakes,4246,Terry Oakes,preserved
233,233,A reproduction of art by Terry Oakes,4520,Terry Oakes,preserved
234,234,A famous artwork by Terry Oakes,4418,Terry Oakes,preserved
235,235,Image in the style of Arthur Sarnoff,4543,Arthur Sarnoff,preserved
236,236,Art inspired by Arthur Sarnoff,1269,Arthur Sarnoff,preserved
237,237,Painting in the style of Arthur Sarnoff,3107,Arthur Sarnoff,preserved
238,238,A reproduction of art by Arthur Sarnoff,3121,Arthur Sarnoff,preserved
239,239,A famous artwork by Arthur Sarnoff,2243,Arthur Sarnoff,preserved
240,240,Image in the style of Piet Mondrian,3518,Piet Mondrian,preserved
241,241,Art inspired by Piet Mondrian,4984,Piet Mondrian,preserved
242,242,Painting in the style of Piet Mondrian,881,Piet Mondrian,preserved
243,243,A reproduction of art by Piet Mondrian,3627,Piet Mondrian,preserved
244,244,A famous artwork by Piet Mondrian,4376,Piet Mondrian,preserved
245,245,Image in the style of Andy Kehoe,4145,Andy Kehoe,preserved
246,246,Art inspired by Andy Kehoe,4657,Andy Kehoe,preserved
247,247,Painting in the style of Andy Kehoe,3203,Andy Kehoe,preserved
248,248,A reproduction of art by Andy Kehoe,1003,Andy Kehoe,preserved
249,249,A famous artwork by Andy Kehoe,4937,Andy Kehoe,preserved
250,250,Image in the style of Alejandro Burdisio,4821,Alejandro Burdisio,preserved
251,251,Art inspired by Alejandro Burdisio,4288,Alejandro Burdisio,preserved
252,252,Painting in the style of Alejandro Burdisio,3326,Alejandro Burdisio,preserved
253,253,A reproduction of art by Alejandro Burdisio,2736,Alejandro Burdisio,preserved
254,254,A famous artwork by Alejandro Burdisio,502,Alejandro Burdisio,preserved
255,255,Image in the style of Gustave Moreau,2285,Gustave Moreau,preserved
256,256,Art inspired by Gustave Moreau,821,Gustave Moreau,preserved
257,257,Painting in the style of Gustave Moreau,2577,Gustave Moreau,preserved
258,258,A reproduction of art by Gustave Moreau,3515,Gustave Moreau,preserved
259,259,A famous artwork by Gustave Moreau,1427,Gustave Moreau,preserved
260,260,Image in the style of Jean-Honoré Fragonard,4136,Jean-Honoré Fragonard,preserved
261,261,Art inspired by Jean-Honoré Fragonard,2304,Jean-Honoré Fragonard,preserved
262,262,Painting in the style of Jean-Honoré Fragonard,4788,Jean-Honoré Fragonard,preserved
263,263,A reproduction of art by Jean-Honoré Fragonard,860,Jean-Honoré Fragonard,preserved
264,264,A famous artwork by Jean-Honoré Fragonard,2699,Jean-Honoré Fragonard,preserved
265,265,Image in the style of Jason Edmiston,2840,Jason Edmiston,preserved
266,266,Art inspired by Jason Edmiston,3303,Jason Edmiston,preserved
267,267,Painting in the style of Jason Edmiston,811,Jason Edmiston,preserved
268,268,A reproduction of art by Jason Edmiston,4538,Jason Edmiston,preserved
269,269,A famous artwork by Jason Edmiston,857,Jason Edmiston,preserved
270,270,Image in the style of Ernest Crichlow,2464,Ernest Crichlow,preserved
271,271,Art inspired by Ernest Crichlow,4014,Ernest Crichlow,preserved
272,272,Painting in the style of Ernest Crichlow,1378,Ernest Crichlow,preserved
273,273,A reproduction of art by Ernest Crichlow,2709,Ernest Crichlow,preserved
274,274,A famous artwork by Ernest Crichlow,441,Ernest Crichlow,preserved
275,275,Image in the style of Brandon Mably,1023,Brandon Mably,preserved
276,276,Art inspired by Brandon Mably,2648,Brandon Mably,preserved
277,277,Painting in the style of Brandon Mably,1448,Brandon Mably,preserved
278,278,A reproduction of art by Brandon Mably,3128,Brandon Mably,preserved
279,279,A famous artwork by Brandon Mably,126,Brandon Mably,preserved
280,280,Image in the style of W.W. Denslow,3166,W.W. Denslow,preserved
281,281,Art inspired by W.W. Denslow,543,W.W. Denslow,preserved
282,282,Painting in the style of W.W. Denslow,2884,W.W. Denslow,preserved
283,283,A reproduction of art by W.W. Denslow,383,W.W. Denslow,preserved
284,284,A famous artwork by W.W. Denslow,1409,W.W. Denslow,preserved
285,285,Image in the style of Sara Wollfalk,3736,Sara Wollfalk,preserved
286,286,Art inspired by Sara Wollfalk,3114,Sara Wollfalk,preserved
287,287,Painting in the style of Sara Wollfalk,628,Sara Wollfalk,preserved
288,288,A reproduction of art by Sara Wollfalk,65,Sara Wollfalk,preserved
289,289,A famous artwork by Sara Wollfalk,698,Sara Wollfalk,preserved
290,290,Image in the style of Leticia Gillett,3452,Leticia Gillett,preserved
291,291,Art inspired by Leticia Gillett,3634,Leticia Gillett,preserved
292,292,Painting in the style of Leticia Gillett,1247,Leticia Gillett,preserved
293,293,A reproduction of art by Leticia Gillett,1436,Leticia Gillett,preserved
294,294,A famous artwork by Leticia Gillett,3743,Leticia Gillett,preserved
295,295,Image in the style of theCHAMBA,2996,theCHAMBA,preserved
296,296,Art inspired by theCHAMBA,4655,theCHAMBA,preserved
297,297,Painting in the style of theCHAMBA,2516,theCHAMBA,preserved
298,298,A reproduction of art by theCHAMBA,1269,theCHAMBA,preserved
299,299,A famous artwork by theCHAMBA,1918,theCHAMBA,preserved
300,300,Image in the style of Hiroshi Nagai,4834,Hiroshi Nagai,preserved
301,301,Art inspired by Hiroshi Nagai,4547,Hiroshi Nagai,preserved
302,302,Painting in the style of Hiroshi Nagai,540,Hiroshi Nagai,preserved
303,303,A reproduction of art by Hiroshi Nagai,785,Hiroshi Nagai,preserved
304,304,A famous artwork by Hiroshi Nagai,2991,Hiroshi Nagai,preserved
305,305,Image in the style of Tibor Nagy,1836,Tibor Nagy,preserved
306,306,Art inspired by Tibor Nagy,1361,Tibor Nagy,preserved
307,307,Painting in the style of Tibor Nagy,904,Tibor Nagy,preserved
308,308,A reproduction of art by Tibor Nagy,3983,Tibor Nagy,preserved
309,309,A famous artwork by Tibor Nagy,4534,Tibor Nagy,preserved
310,310,Image in the style of Derek Boshier,3167,Derek Boshier,preserved
311,311,Art inspired by Derek Boshier,4429,Derek Boshier,preserved
312,312,Painting in the style of Derek Boshier,4405,Derek Boshier,preserved
313,313,A reproduction of art by Derek Boshier,989,Derek Boshier,preserved
314,314,A famous artwork by Derek Boshier,45,Derek Boshier,preserved
315,315,Image in the style of Ni Chuanjing,4940,Ni Chuanjing,preserved
316,316,Art inspired by Ni Chuanjing,1571,Ni Chuanjing,preserved
317,317,Painting in the style of Ni Chuanjing,2271,Ni Chuanjing,preserved
318,318,A reproduction of art by Ni Chuanjing,4394,Ni Chuanjing,preserved
319,319,A famous artwork by Ni Chuanjing,4222,Ni Chuanjing,preserved
320,320,Image in the style of Akseli Gallen-Kallela,1527,Akseli Gallen-Kallela,preserved
321,321,Art inspired by Akseli Gallen-Kallela,386,Akseli Gallen-Kallela,preserved
322,322,Painting in the style of Akseli Gallen-Kallela,3515,Akseli Gallen-Kallela,preserved
323,323,A reproduction of art by Akseli Gallen-Kallela,977,Akseli Gallen-Kallela,preserved
324,324,A famous artwork by Akseli Gallen-Kallela,1327,Akseli Gallen-Kallela,preserved
325,325,Image in the style of Craig Davison,2077,Craig Davison,preserved
326,326,Art inspired by Craig Davison,4261,Craig Davison,preserved
327,327,Painting in the style of Craig Davison,287,Craig Davison,preserved
328,328,A reproduction of art by Craig Davison,2951,Craig Davison,preserved
329,329,A famous artwork by Craig Davison,4629,Craig Davison,preserved
330,330,Image in the style of Karel Appel,2471,Karel Appel,preserved
331,331,Art inspired by Karel Appel,1470,Karel Appel,preserved
332,332,Painting in the style of Karel Appel,4192,Karel Appel,preserved
333,333,A reproduction of art by Karel Appel,642,Karel Appel,preserved
334,334,A famous artwork by Karel Appel,2283,Karel Appel,preserved
335,335,Image in the style of Henry Fuseli,4434,Henry Fuseli,preserved
336,336,Art inspired by Henry Fuseli,1490,Henry Fuseli,preserved
337,337,Painting in the style of Henry Fuseli,2720,Henry Fuseli,preserved
338,338,A reproduction of art by Henry Fuseli,4645,Henry Fuseli,preserved
339,339,A famous artwork by Henry Fuseli,920,Henry Fuseli,preserved
340,340,Image in the style of Jean Giraud,4706,Jean Giraud,preserved
341,341,Art inspired by Jean Giraud,2542,Jean Giraud,preserved
342,342,Painting in the style of Jean Giraud,695,Jean Giraud,preserved
343,343,A reproduction of art by Jean Giraud,1106,Jean Giraud,preserved
344,344,A famous artwork by Jean Giraud,1328,Jean Giraud,preserved
345,345,Image in the style of Helene Schjerfbeck,146,Helene Schjerfbeck,preserved
346,346,Art inspired by Helene Schjerfbeck,4989,Helene Schjerfbeck,preserved
347,347,Painting in the style of Helene Schjerfbeck,1221,Helene Schjerfbeck,preserved
348,348,A reproduction of art by Helene Schjerfbeck,310,Helene Schjerfbeck,preserved
349,349,A famous artwork by Helene Schjerfbeck,2878,Helene Schjerfbeck,preserved
350,350,Image in the style of Jules Bastien-Lepage,3266,Jules Bastien-Lepage,preserved
351,351,Art inspired by Jules Bastien-Lepage,1802,Jules Bastien-Lepage,preserved
352,352,Painting in the style of Jules Bastien-Lepage,1264,Jules Bastien-Lepage,preserved
353,353,A reproduction of art by Jules Bastien-Lepage,3024,Jules Bastien-Lepage,preserved
354,354,A famous artwork by Jules Bastien-Lepage,3102,Jules Bastien-Lepage,preserved
355,355,Image in the style of Jon McCoy,1099,Jon McCoy,preserved
356,356,Art inspired by Jon McCoy,3234,Jon McCoy,preserved
357,357,Painting in the style of Jon McCoy,2504,Jon McCoy,preserved
358,358,A reproduction of art by Jon McCoy,2553,Jon McCoy,preserved
359,359,A famous artwork by Jon McCoy,2672,Jon McCoy,preserved
360,360,Image in the style of Kadir Nelson,697,Kadir Nelson,preserved
361,361,Art inspired by Kadir Nelson,3039,Kadir Nelson,preserved
362,362,Painting in the style of Kadir Nelson,163,Kadir Nelson,preserved
363,363,A reproduction of art by Kadir Nelson,2212,Kadir Nelson,preserved
364,364,A famous artwork by Kadir Nelson,891,Kadir Nelson,preserved
365,365,Image in the style of Paul Cézanne,776,Paul Cézanne,preserved
366,366,Art inspired by Paul Cézanne,1595,Paul Cézanne,preserved
367,367,Painting in the style of Paul Cézanne,1320,Paul Cézanne,preserved
368,368,A reproduction of art by Paul Cézanne,1958,Paul Cézanne,preserved
369,369,A famous artwork by Paul Cézanne,846,Paul Cézanne,preserved
370,370,Image in the style of Frank Tinsley,256,Frank Tinsley,preserved
371,371,Art inspired by Frank Tinsley,540,Frank Tinsley,preserved
372,372,Painting in the style of Frank Tinsley,4874,Frank Tinsley,preserved
373,373,A reproduction of art by Frank Tinsley,4173,Frank Tinsley,preserved
374,374,A famous artwork by Frank Tinsley,796,Frank Tinsley,preserved
375,375,Image in the style of Chesley Bonestell,3842,Chesley Bonestell,preserved
376,376,Art inspired by Chesley Bonestell,3036,Chesley Bonestell,preserved
377,377,Painting in the style of Chesley Bonestell,3237,Chesley Bonestell,preserved
378,378,A reproduction of art by Chesley Bonestell,1119,Chesley Bonestell,preserved
